MatchDate,Season,Model,HomeTeam,AwayTeam,P_H,P_D,P_A,Actual,PSH,PSD,PSA,PSCH,PSCD,PSCA
2020-09-28,2020-2021,Weight_0_100,Fulham,Aston Villa,0.3006,0.3347,0.3647,2,2.98,3.32,2.54,3.04,3.49,2.48
2020-09-12,2020-2021,Weight_10_90,West Ham,Newcastle,0.5399,0.2452,0.2149,2,2.18,3.61,3.5,2.04,3.59,3.92
2020-09-12,2020-2021,Weight_10_90,Fulham,Arsenal,0.1535,0.2406,0.606,2,6.16,4.51,1.56,5.48,3.98,1.69
2020-09-12,2020-2021,Weight_10_90,Crystal Palace,Southampton,0.1814,0.284,0.5346,0,3.32,3.29,2.4,3.09,3.27,2.54
2020-09-13,2020-2021,Weight_10_90,Tottenham,Everton,0.5975,0.2565,0.146,2,1.94,3.57,4.3,2.09,3.5,3.88
2020-09-14,2020-2021,Weight_10_90,Brighton,Chelsea,0.2442,0.2607,0.4951,2,5.36,4.34,1.65,6.07,4.46,1.57
2020-09-14,2020-2021,Weight_10_90,Sheffield United,Wolves,0.2663,0.3733,0.3604,2,3.41,3.03,2.46,3.28,2.9,2.68
2020-09-19,2020-2021,Weight_10_90,Arsenal,West Ham,0.5496,0.2442,0.2062,0,1.54,4.58,6.09,1.53,4.53,6.81
2020-09-19,2020-2021,Weight_10_90,Man United,Crystal Palace,0.8257,0.1362,0.0381,2,1.3,5.88,9.8,1.38,5.18,9.33
2020-09-20,2020-2021,Weight_10_90,Chelsea,Liverpool,0.32,0.2267,0.4533,2,3.2,3.85,2.19,3.32,3.89,2.17
2020-09-20,2020-2021,Weight_10_90,Leicester,Burnley,0.4504,0.3057,0.2439,0,1.63,4.13,5.79,1.55,4.36,6.74
2020-09-20,2020-2021,Weight_10_90,Southampton,Tottenham,0.4123,0.2852,0.3025,2,3.12,3.39,2.41,3.45,3.46,2.27
2020-09-20,2020-2021,Weight_10_90,Newcastle,Brighton,0.4615,0.2944,0.2441,2,2.66,3.22,2.91,2.7,3.21,2.96
2020-09-21,2020-2021,Weight_10_90,Wolves,Man City,0.1502,0.2796,0.5701,2,6.27,4.35,1.56,6.7,4.55,1.53
2020-09-21,2020-2021,Weight_10_90,Aston Villa,Sheffield United,0.325,0.3594,0.3156,0,2.77,3.22,2.78,2.46,3.19,3.35
2020-09-26,2020-2021,Weight_10_90,Brighton,Man United,0.1198,0.2384,0.6418,2,5.1,3.82,1.78,5.58,4.36,1.63
2020-09-26,2020-2021,Weight_10_90,Crystal Palace,Everton,0.2872,0.3456,0.3672,2,3.72,3.44,2.17,3.58,3.34,2.27
2020-09-26,2020-2021,Weight_10_90,Burnley,Southampton,0.3257,0.3131,0.3613,2,3.41,3.31,2.36,3.37,3.47,2.3
2020-09-27,2020-2021,Weight_10_90,Tottenham,Newcastle,0.6453,0.2202,0.1345,1,1.49,4.67,7.38,1.42,5.05,8.16
2020-09-27,2020-2021,Weight_10_90,Man City,Leicester,0.8394,0.1177,0.0428,2,1.31,6.19,10.09,1.32,5.9,9.96
2020-09-27,2020-2021,Weight_10_90,West Ham,Wolves,0.32,0.3208,0.3591,0,3.87,3.5,2.1,3.43,3.35,2.33
2020-09-28,2020-2021,Weight_10_90,Liverpool,Arsenal,0.6179,0.2147,0.1674,0,1.5,4.76,6.53,1.5,5.25,5.95
2020-09-28,2020-2021,Weight_10_90,Fulham,Aston Villa,0.3005,0.3279,0.3716,2,2.98,3.32,2.54,3.04,3.49,2.48
2020-09-12,2020-2021,Weight_20_80,West Ham,Newcastle,0.5308,0.2471,0.2221,2,2.18,3.61,3.5,2.04,3.59,3.92
2020-09-12,2020-2021,Weight_20_80,Fulham,Arsenal,0.1714,0.2436,0.5849,2,6.16,4.51,1.56,5.48,3.98,1.69
2020-09-12,2020-2021,Weight_20_80,Crystal Palace,Southampton,0.1867,0.2808,0.5325,0,3.32,3.29,2.4,3.09,3.27,2.54
2020-09-13,2020-2021,Weight_20_80,Tottenham,Everton,0.5689,0.2658,0.1654,2,1.94,3.57,4.3,2.09,3.5,3.88
2020-09-14,2020-2021,Weight_20_80,Brighton,Chelsea,0.2359,0.2594,0.5047,2,5.36,4.34,1.65,6.07,4.46,1.57
2020-09-14,2020-2021,Weight_20_80,Sheffield United,Wolves,0.2626,0.3713,0.3661,2,3.41,3.03,2.46,3.28,2.9,2.68
2020-09-19,2020-2021,Weight_20_80,Arsenal,West Ham,0.5302,0.2474,0.2224,0,1.54,4.58,6.09,1.53,4.53,6.81
2020-09-19,2020-2021,Weight_20_80,Man United,Crystal Palace,0.813,0.1433,0.0437,2,1.3,5.88,9.8,1.38,5.18,9.33
2020-09-20,2020-2021,Weight_20_80,Chelsea,Liverpool,0.3241,0.2306,0.4453,2,3.2,3.85,2.19,3.32,3.89,2.17
2020-09-20,2020-2021,Weight_20_80,Leicester,Burnley,0.4637,0.2991,0.2373,0,1.63,4.13,5.79,1.55,4.36,6.74
2020-09-20,2020-2021,Weight_20_80,Southampton,Tottenham,0.4284,0.2803,0.2912,2,3.12,3.39,2.41,3.45,3.46,2.27
2020-09-20,2020-2021,Weight_20_80,Newcastle,Brighton,0.4544,0.2942,0.2514,2,2.66,3.22,2.91,2.7,3.21,2.96
2020-09-21,2020-2021,Weight_20_80,Wolves,Man City,0.1552,0.2799,0.565,2,6.27,4.35,1.56,6.7,4.55,1.53
2020-09-21,2020-2021,Weight_20_80,Aston Villa,Sheffield United,0.3377,0.3564,0.3059,0,2.77,3.22,2.78,2.46,3.19,3.35
2020-09-26,2020-2021,Weight_20_80,Brighton,Man United,0.126,0.2404,0.6337,2,5.1,3.82,1.78,5.58,4.36,1.63
2020-09-26,2020-2021,Weight_20_80,Crystal Palace,Everton,0.2878,0.3403,0.3719,2,3.72,3.44,2.17,3.58,3.34,2.27
2020-09-26,2020-2021,Weight_20_80,Burnley,Southampton,0.3174,0.307,0.3756,2,3.41,3.31,2.36,3.37,3.47,2.3
2020-09-27,2020-2021,Weight_20_80,Tottenham,Newcastle,0.623,0.2277,0.1492,1,1.49,4.67,7.38,1.42,5.05,8.16
2020-09-27,2020-2021,Weight_20_80,Man City,Leicester,0.8204,0.1289,0.0507,2,1.31,6.19,10.09,1.32,5.9,9.96
2020-09-27,2020-2021,Weight_20_80,West Ham,Wolves,0.3181,0.3198,0.3621,0,3.87,3.5,2.1,3.43,3.35,2.33
2020-09-28,2020-2021,Weight_20_80,Liverpool,Arsenal,0.6341,0.2082,0.1577,0,1.5,4.76,6.53,1.5,5.25,5.95
2020-09-28,2020-2021,Weight_20_80,Fulham,Aston Villa,0.3013,0.3207,0.378,2,2.98,3.32,2.54,3.04,3.49,2.48
2020-09-12,2020-2021,Weight_30_70,West Ham,Newcastle,0.5215,0.2489,0.2295,2,2.18,3.61,3.5,2.04,3.59,3.92
2020-09-12,2020-2021,Weight_30_70,Fulham,Arsenal,0.1904,0.2461,0.5635,2,6.16,4.51,1.56,5.48,3.98,1.69
2020-09-12,2020-2021,Weight_30_70,Crystal Palace,Southampton,0.1919,0.2776,0.5305,0,3.32,3.29,2.4,3.09,3.27,2.54
2020-09-13,2020-2021,Weight_30_70,Tottenham,Everton,0.5398,0.2739,0.1862,2,1.94,3.57,4.3,2.09,3.5,3.88
2020-09-14,2020-2021,Weight_30_70,Brighton,Chelsea,0.2275,0.2579,0.5146,2,5.36,4.34,1.65,6.07,4.46,1.57
2020-09-14,2020-2021,Weight_30_70,Sheffield United,Wolves,0.2589,0.3693,0.3719,2,3.41,3.03,2.46,3.28,2.9,2.68
2020-09-19,2020-2021,Weight_30_70,Arsenal,West Ham,0.5107,0.2502,0.2391,0,1.54,4.58,6.09,1.53,4.53,6.81
2020-09-19,2020-2021,Weight_30_70,Man United,Crystal Palace,0.7995,0.1505,0.0499,2,1.3,5.88,9.8,1.38,5.18,9.33
2020-09-20,2020-2021,Weight_30_70,Chelsea,Liverpool,0.3284,0.2346,0.437,2,3.2,3.85,2.19,3.32,3.89,2.17
2020-09-20,2020-2021,Weight_30_70,Leicester,Burnley,0.4769,0.2923,0.2308,0,1.63,4.13,5.79,1.55,4.36,6.74
2020-09-20,2020-2021,Weight_30_70,Southampton,Tottenham,0.4444,0.2752,0.2803,2,3.12,3.39,2.41,3.45,3.46,2.27
2020-09-20,2020-2021,Weight_30_70,Newcastle,Brighton,0.4475,0.2938,0.2587,2,2.66,3.22,2.91,2.7,3.21,2.96
2020-09-21,2020-2021,Weight_30_70,Wolves,Man City,0.1602,0.2801,0.5597,2,6.27,4.35,1.56,6.7,4.55,1.53
2020-09-21,2020-2021,Weight_30_70,Aston Villa,Sheffield United,0.3505,0.3532,0.2963,0,2.77,3.22,2.78,2.46,3.19,3.35
2020-09-26,2020-2021,Weight_30_70,Brighton,Man United,0.1323,0.2422,0.6255,2,5.1,3.82,1.78,5.58,4.36,1.63
2020-09-26,2020-2021,Weight_30_70,Crystal Palace,Everton,0.288,0.335,0.377,2,3.72,3.44,2.17,3.58,3.34,2.27
2020-09-26,2020-2021,Weight_30_70,Burnley,Southampton,0.3091,0.3008,0.3901,2,3.41,3.31,2.36,3.37,3.47,2.3
2020-09-27,2020-2021,Weight_30_70,Tottenham,Newcastle,0.6003,0.2348,0.165,1,1.49,4.67,7.38,1.42,5.05,8.16
2020-09-27,2020-2021,Weight_30_70,Man City,Leicester,0.8,0.1404,0.0596,2,1.31,6.19,10.09,1.32,5.9,9.96
2020-09-27,2020-2021,Weight_30_70,West Ham,Wolves,0.3161,0.3187,0.3652,0,3.87,3.5,2.1,3.43,3.35,2.33
2020-09-28,2020-2021,Weight_30_70,Liverpool,Arsenal,0.6496,0.2018,0.1486,0,1.5,4.76,6.53,1.5,5.25,5.95
2020-09-28,2020-2021,Weight_30_70,Fulham,Aston Villa,0.3014,0.3139,0.3847,2,2.98,3.32,2.54,3.04,3.49,2.48
2020-09-12,2020-2021,Weight_40_60,West Ham,Newcastle,0.5123,0.2506,0.237,2,2.18,3.61,3.5,2.04,3.59,3.92
2020-09-12,2020-2021,Weight_40_60,Fulham,Arsenal,0.2093,0.2473,0.5433,2,6.16,4.51,1.56,5.48,3.98,1.69
2020-09-12,2020-2021,Weight_40_60,Crystal Palace,Southampton,0.197,0.2743,0.5287,0,3.32,3.29,2.4,3.09,3.27,2.54
2020-09-13,2020-2021,Weight_40_60,Tottenham,Everton,0.5106,0.2809,0.2085,2,1.94,3.57,4.3,2.09,3.5,3.88
2020-09-14,2020-2021,Weight_40_60,Brighton,Chelsea,0.2189,0.2563,0.5248,2,5.36,4.34,1.65,6.07,4.46,1.57
2020-09-14,2020-2021,Weight_40_60,Sheffield United,Wolves,0.2551,0.3672,0.3777,2,3.41,3.03,2.46,3.28,2.9,2.68
2020-09-19,2020-2021,Weight_40_60,Arsenal,West Ham,0.4914,0.2524,0.2562,0,1.54,4.58,6.09,1.53,4.53,6.81
2020-09-19,2020-2021,Weight_40_60,Man United,Crystal Palace,0.7854,0.1577,0.0569,2,1.3,5.88,9.8,1.38,5.18,9.33
2020-09-20,2020-2021,Weight_40_60,Chelsea,Liverpool,0.3328,0.2387,0.4285,2,3.2,3.85,2.19,3.32,3.89,2.17
2020-09-20,2020-2021,Weight_40_60,Leicester,Burnley,0.49,0.2857,0.2244,0,1.63,4.13,5.79,1.55,4.36,6.74
2020-09-20,2020-2021,Weight_40_60,Southampton,Tottenham,0.4603,0.2701,0.2697,2,3.12,3.39,2.41,3.45,3.46,2.27
2020-09-20,2020-2021,Weight_40_60,Newcastle,Brighton,0.4406,0.2934,0.2661,2,2.66,3.22,2.91,2.7,3.21,2.96
2020-09-21,2020-2021,Weight_40_60,Wolves,Man City,0.1652,0.2803,0.5545,2,6.27,4.35,1.56,6.7,4.55,1.53
2020-09-21,2020-2021,Weight_40_60,Aston Villa,Sheffield United,0.3633,0.3498,0.2869,0,2.77,3.22,2.78,2.46,3.19,3.35
2020-09-26,2020-2021,Weight_40_60,Brighton,Man United,0.1387,0.2439,0.6174,2,5.1,3.82,1.78,5.58,4.36,1.63
2020-09-26,2020-2021,Weight_40_60,Crystal Palace,Everton,0.2879,0.3298,0.3823,2,3.72,3.44,2.17,3.58,3.34,2.27
2020-09-26,2020-2021,Weight_40_60,Burnley,Southampton,0.3008,0.2944,0.4048,2,3.41,3.31,2.36,3.37,3.47,2.3
2020-09-27,2020-2021,Weight_40_60,Tottenham,Newcastle,0.5772,0.2412,0.1816,1,1.49,4.67,7.38,1.42,5.05,8.16
2020-09-27,2020-2021,Weight_40_60,Man City,Leicester,0.7782,0.1521,0.0697,2,1.31,6.19,10.09,1.32,5.9,9.96
2020-09-27,2020-2021,Weight_40_60,West Ham,Wolves,0.314,0.3177,0.3683,0,3.87,3.5,2.1,3.43,3.35,2.33
2020-09-28,2020-2021,Weight_40_60,Liverpool,Arsenal,0.6643,0.1956,0.1401,0,1.5,4.76,6.53,1.5,5.25,5.95
2020-09-28,2020-2021,Weight_40_60,Fulham,Aston Villa,0.3,0.3071,0.393,2,2.98,3.32,2.54,3.04,3.49,2.48
2020-09-12,2020-2021,Weight_50_50,West Ham,Newcastle,0.5031,0.2522,0.2448,2,2.18,3.61,3.5,2.04,3.59,3.92
2020-09-12,2020-2021,Weight_50_50,Fulham,Arsenal,0.2291,0.2484,0.5224,2,6.16,4.51,1.56,5.48,3.98,1.69
2020-09-12,2020-2021,Weight_50_50,Crystal Palace,Southampton,0.202,0.271,0.527,0,3.32,3.29,2.4,3.09,3.27,2.54
2020-09-13,2020-2021,Weight_50_50,Tottenham,Everton,0.4812,0.2866,0.2323,2,1.94,3.57,4.3,2.09,3.5,3.88
2020-09-14,2020-2021,Weight_50_50,Brighton,Chelsea,0.2103,0.2544,0.5353,2,5.36,4.34,1.65,6.07,4.46,1.57
2020-09-14,2020-2021,Weight_50_50,Sheffield United,Wolves,0.2513,0.3651,0.3836,2,3.41,3.03,2.46,3.28,2.9,2.68
2020-09-19,2020-2021,Weight_50_50,Arsenal,West Ham,0.4722,0.2541,0.2737,0,1.54,4.58,6.09,1.53,4.53,6.81
2020-09-19,2020-2021,Weight_50_50,Man United,Crystal Palace,0.7707,0.1649,0.0645,2,1.3,5.88,9.8,1.38,5.18,9.33
2020-09-20,2020-2021,Weight_50_50,Chelsea,Liverpool,0.3375,0.2428,0.4196,2,3.2,3.85,2.19,3.32,3.89,2.17
2020-09-20,2020-2021,Weight_50_50,Leicester,Burnley,0.503,0.279,0.2181,0,1.63,4.13,5.79,1.55,4.36,6.74
2020-09-20,2020-2021,Weight_50_50,Southampton,Tottenham,0.476,0.2648,0.2593,2,3.12,3.39,2.41,3.45,3.46,2.27
2020-09-20,2020-2021,Weight_50_50,Newcastle,Brighton,0.4338,0.2928,0.2734,2,2.66,3.22,2.91,2.7,3.21,2.96
2020-09-21,2020-2021,Weight_50_50,Wolves,Man City,0.1703,0.2806,0.5491,2,6.27,4.35,1.56,6.7,4.55,1.53
2020-09-21,2020-2021,Weight_50_50,Aston Villa,Sheffield United,0.3762,0.3461,0.2777,0,2.77,3.22,2.78,2.46,3.19,3.35
2020-09-26,2020-2021,Weight_50_50,Brighton,Man United,0.1452,0.2454,0.6094,2,5.1,3.82,1.78,5.58,4.36,1.63
2020-09-26,2020-2021,Weight_50_50,Crystal Palace,Everton,0.2873,0.3248,0.3879,2,3.72,3.44,2.17,3.58,3.34,2.27
2020-09-26,2020-2021,Weight_50_50,Burnley,Southampton,0.2925,0.2879,0.4196,2,3.41,3.31,2.36,3.37,3.47,2.3
2020-09-27,2020-2021,Weight_50_50,Tottenham,Newcastle,0.5538,0.247,0.1992,1,1.49,4.67,7.38,1.42,5.05,8.16
2020-09-27,2020-2021,Weight_50_50,Man City,Leicester,0.7551,0.1639,0.081,2,1.31,6.19,10.09,1.32,5.9,9.96
2020-09-27,2020-2021,Weight_50_50,West Ham,Wolves,0.312,0.3166,0.3714,0,3.87,3.5,2.1,3.43,3.35,2.33
2020-09-28,2020-2021,Weight_50_50,Liverpool,Arsenal,0.6782,0.1897,0.1321,0,1.5,4.76,6.53,1.5,5.25,5.95
2020-09-28,2020-2021,Weight_50_50,Fulham,Aston Villa,0.2979,0.301,0.4011,2,2.98,3.32,2.54,3.04,3.49,2.48
2020-09-12,2020-2021,Weight_60_40,West Ham,Newcastle,0.4939,0.2536,0.2525,2,2.18,3.61,3.5,2.04,3.59,3.92
2020-09-12,2020-2021,Weight_60_40,Fulham,Arsenal,0.252,0.2494,0.4986,2,6.16,4.51,1.56,5.48,3.98,1.69
2020-09-12,2020-2021,Weight_60_40,Crystal Palace,Southampton,0.2067,0.2678,0.5255,0,3.32,3.29,2.4,3.09,3.27,2.54
2020-09-13,2020-2021,Weight_60_40,Tottenham,Everton,0.4519,0.2909,0.2572,2,1.94,3.57,4.3,2.09,3.5,3.88
2020-09-14,2020-2021,Weight_60_40,Brighton,Chelsea,0.2016,0.2525,0.5459,2,5.36,4.34,1.65,6.07,4.46,1.57
2020-09-14,2020-2021,Weight_60_40,Sheffield United,Wolves,0.2475,0.3629,0.3896,2,3.41,3.03,2.46,3.28,2.9,2.68
2020-09-19,2020-2021,Weight_60_40,Arsenal,West Ham,0.4532,0.2553,0.2915,0,1.54,4.58,6.09,1.53,4.53,6.81
2020-09-19,2020-2021,Weight_60_40,Man United,Crystal Palace,0.7554,0.1719,0.0727,2,1.3,5.88,9.8,1.38,5.18,9.33
2020-09-20,2020-2021,Weight_60_40,Chelsea,Liverpool,0.3423,0.2471,0.4106,2,3.2,3.85,2.19,3.32,3.89,2.17
2020-09-20,2020-2021,Weight_60_40,Leicester,Burnley,0.5158,0.2724,0.2118,0,1.63,4.13,5.79,1.55,4.36,6.74
2020-09-20,2020-2021,Weight_60_40,Southampton,Tottenham,0.4916,0.2594,0.249,2,3.12,3.39,2.41,3.45,3.46,2.27
2020-09-20,2020-2021,Weight_60_40,Newcastle,Brighton,0.427,0.2921,0.2809,2,2.66,3.22,2.91,2.7,3.21,2.96
2020-09-21,2020-2021,Weight_60_40,Wolves,Man City,0.1754,0.2809,0.5437,2,6.27,4.35,1.56,6.7,4.55,1.53
2020-09-21,2020-2021,Weight_60_40,Aston Villa,Sheffield United,0.389,0.3424,0.2686,0,2.77,3.22,2.78,2.46,3.19,3.35
2020-09-26,2020-2021,Weight_60_40,Brighton,Man United,0.1518,0.2469,0.6014,2,5.1,3.82,1.78,5.58,4.36,1.63
2020-09-26,2020-2021,Weight_60_40,Crystal Palace,Everton,0.2865,0.3199,0.3936,2,3.72,3.44,2.17,3.58,3.34,2.27
2020-09-26,2020-2021,Weight_60_40,Burnley,Southampton,0.2842,0.2814,0.4345,2,3.41,3.31,2.36,3.37,3.47,2.3
2020-09-27,2020-2021,Weight_60_40,Tottenham,Newcastle,0.5303,0.2521,0.2176,1,1.49,4.67,7.38,1.42,5.05,8.16
2020-09-27,2020-2021,Weight_60_40,Man City,Leicester,0.7308,0.1757,0.0935,2,1.31,6.19,10.09,1.32,5.9,9.96
2020-09-27,2020-2021,Weight_60_40,West Ham,Wolves,0.3099,0.3156,0.3745,0,3.87,3.5,2.1,3.43,3.35,2.33
2020-09-28,2020-2021,Weight_60_40,Liverpool,Arsenal,0.6916,0.1838,0.1245,0,1.5,4.76,6.53,1.5,5.25,5.95
2020-09-28,2020-2021,Weight_60_40,Fulham,Aston Villa,0.2977,0.2953,0.4071,2,2.98,3.32,2.54,3.04,3.49,2.48
2020-09-12,2020-2021,Weight_70_30,West Ham,Newcastle,0.4846,0.2549,0.2605,2,2.18,3.61,3.5,2.04,3.59,3.92
2020-09-12,2020-2021,Weight_70_30,Fulham,Arsenal,0.274,0.2488,0.4772,2,6.16,4.51,1.56,5.48,3.98,1.69
2020-09-12,2020-2021,Weight_70_30,Crystal Palace,Southampton,0.2114,0.2645,0.524,0,3.32,3.29,2.4,3.09,3.27,2.54
2020-09-13,2020-2021,Weight_70_30,Tottenham,Everton,0.4228,0.2937,0.2835,2,1.94,3.57,4.3,2.09,3.5,3.88
2020-09-14,2020-2021,Weight_70_30,Brighton,Chelsea,0.1928,0.2502,0.557,2,5.36,4.34,1.65,6.07,4.46,1.57
2020-09-14,2020-2021,Weight_70_30,Sheffield United,Wolves,0.2437,0.3607,0.3956,2,3.41,3.03,2.46,3.28,2.9,2.68
2020-09-19,2020-2021,Weight_70_30,Arsenal,West Ham,0.4343,0.256,0.3096,0,1.54,4.58,6.09,1.53,4.53,6.81
2020-09-19,2020-2021,Weight_70_30,Man United,Crystal Palace,0.7393,0.1788,0.0819,2,1.3,5.88,9.8,1.38,5.18,9.33
2020-09-20,2020-2021,Weight_70_30,Chelsea,Liverpool,0.3475,0.2513,0.4012,2,3.2,3.85,2.19,3.32,3.89,2.17
2020-09-20,2020-2021,Weight_70_30,Leicester,Burnley,0.5285,0.2658,0.2057,0,1.63,4.13,5.79,1.55,4.36,6.74
2020-09-20,2020-2021,Weight_70_30,Southampton,Tottenham,0.507,0.2539,0.2391,2,3.12,3.39,2.41,3.45,3.46,2.27
2020-09-20,2020-2021,Weight_70_30,Newcastle,Brighton,0.4204,0.2913,0.2883,2,2.66,3.22,2.91,2.7,3.21,2.96
2020-09-21,2020-2021,Weight_70_30,Wolves,Man City,0.1805,0.2812,0.5383,2,6.27,4.35,1.56,6.7,4.55,1.53
2020-09-21,2020-2021,Weight_70_30,Aston Villa,Sheffield United,0.4019,0.3384,0.2597,0,2.77,3.22,2.78,2.46,3.19,3.35
2020-09-26,2020-2021,Weight_70_30,Brighton,Man United,0.1585,0.2481,0.5934,2,5.1,3.82,1.78,5.58,4.36,1.63
2020-09-26,2020-2021,Weight_70_30,Crystal Palace,Everton,0.2853,0.3151,0.3997,2,3.72,3.44,2.17,3.58,3.34,2.27
2020-09-26,2020-2021,Weight_70_30,Burnley,Southampton,0.2759,0.2746,0.4495,2,3.41,3.31,2.36,3.37,3.47,2.3
2020-09-27,2020-2021,Weight_70_30,Tottenham,Newcastle,0.5065,0.2565,0.237,1,1.49,4.67,7.38,1.42,5.05,8.16
2020-09-27,2020-2021,Weight_70_30,Man City,Leicester,0.7052,0.1874,0.1073,2,1.31,6.19,10.09,1.32,5.9,9.96
2020-09-27,2020-2021,Weight_70_30,West Ham,Wolves,0.3078,0.3144,0.3777,0,3.87,3.5,2.1,3.43,3.35,2.33
2020-09-28,2020-2021,Weight_70_30,Liverpool,Arsenal,0.7041,0.1783,0.1176,0,1.5,4.76,6.53,1.5,5.25,5.95
2020-09-28,2020-2021,Weight_70_30,Fulham,Aston Villa,0.2953,0.2892,0.4155,2,2.98,3.32,2.54,3.04,3.49,2.48
2020-10-03,2020-2021,Weight_0_100,Chelsea,Crystal Palace,0.5448,0.2301,0.2251,0,1.43,4.86,7.79,1.56,4.31,6.67
2020-10-03,2020-2021,Weight_0_100,Everton,Brighton,0.4828,0.2586,0.2586,0,1.78,3.82,4.82,1.81,3.86,4.78
2020-10-03,2020-2021,Weight_0_100,Leeds,Man City,0.0803,0.0848,0.8349,1,7.98,5.31,1.37,8.85,7.49,1.28
2020-10-03,2020-2021,Weight_0_100,Newcastle,Burnley,0.377,0.2838,0.3392,0,2.51,3.2,3.12,2.45,3.38,3.17
2020-10-04,2020-2021,Weight_0_100,Aston Villa,Liverpool,0.1562,0.2127,0.6312,0,10.05,5.4,1.33,6.76,5.1,1.47
2020-10-04,2020-2021,Weight_0_100,Man United,Tottenham,0.4646,0.2319,0.3035,2,1.93,3.76,4.09,2.12,3.7,3.6
2020-10-04,2020-2021,Weight_0_100,Wolves,Fulham,0.7787,0.1417,0.0797,0,1.51,4.2,7.63,1.82,3.64,5.08
2020-10-04,2020-2021,Weight_0_100,Southampton,West Brom,0.6922,0.1417,0.1661,0,1.78,3.91,4.71,1.88,3.88,4.34
2020-10-04,2020-2021,Weight_0_100,Leicester,West Ham,0.5673,0.2065,0.2262,2,1.7,4.16,4.94,1.87,3.88,4.38
2020-10-04,2020-2021,Weight_0_100,Arsenal,Sheffield United,0.5846,0.2706,0.1448,0,1.56,4.17,6.73,1.5,4.46,7.41
2020-10-17,2020-2021,Weight_0_100,Everton,Liverpool,0.2094,0.218,0.5726,1,4.04,4.2,1.87,4.22,4.24,1.83
2020-10-17,2020-2021,Weight_0_100,Chelsea,Southampton,0.4729,0.217,0.3101,1,1.56,4.53,6.14,1.62,4.53,5.39
2020-10-17,2020-2021,Weight_0_100,Man City,Arsenal,0.6533,0.1778,0.1688,0,1.51,4.87,6.36,1.55,4.81,5.76
2020-10-17,2020-2021,Weight_0_100,Newcastle,Man United,0.1722,0.1989,0.6289,2,4.87,4.18,1.74,4.77,4.21,1.74
2020-10-18,2020-2021,Weight_0_100,Sheffield United,Fulham,0.5648,0.2616,0.1736,1,2.15,3.4,3.84,2.4,3.16,3.48
2020-10-18,2020-2021,Weight_0_100,Crystal Palace,Brighton,0.3617,0.289,0.3493,1,2.73,3.34,2.83,3.27,3.25,2.47
2020-10-18,2020-2021,Weight_0_100,Tottenham,West Ham,0.535,0.2242,0.2408,1,1.64,4.21,5.63,1.65,4.17,5.61
2020-10-18,2020-2021,Weight_0_100,Leicester,Aston Villa,0.5972,0.227,0.1758,2,1.93,3.89,4.1,2.48,3.62,2.95
2020-10-19,2020-2021,Weight_0_100,West Brom,Burnley,0.3082,0.1999,0.4919,1,2.54,3.37,3.05,2.73,3.25,2.9
2020-10-19,2020-2021,Weight_0_100,Leeds,Wolves,0.3793,0.2055,0.4152,2,2.55,3.31,3.07,2.61,3.35,2.96
2020-10-23,2020-2021,Weight_0_100,Aston Villa,Leeds,0.4153,0.2133,0.3713,2,2.13,3.83,3.44,1.93,4.12,3.88
2020-10-24,2020-2021,Weight_0_100,Liverpool,Sheffield United,0.7326,0.1846,0.0828,0,1.25,6.66,12.96,1.22,7.45,13.55
2020-10-24,2020-2021,Weight_0_100,Man United,Chelsea,0.5913,0.1889,0.2198,1,2.45,3.65,2.97,2.69,3.46,2.79
2020-10-24,2020-2021,Weight_0_100,Fulham,Crystal Palace,0.1563,0.2088,0.6349,2,2.8,3.21,2.86,2.66,3.14,3.08
2020-10-24,2020-2021,Weight_0_100,West Ham,Man City,0.1469,0.1558,0.6973,1,7.51,5.3,1.42,6.97,5.13,1.45
2020-10-25,2020-2021,Weight_0_100,Southampton,Everton,0.3792,0.2553,0.3656,0,2.84,3.58,2.58,3.08,3.56,2.41
2020-10-25,2020-2021,Weight_0_100,Wolves,Newcastle,0.4615,0.2722,0.2663,1,1.79,3.59,5.48,1.86,3.52,5.01
2020-10-25,2020-2021,Weight_0_100,Arsenal,Leicester,0.3586,0.2425,0.3989,2,1.95,3.83,4.06,2.0,3.57,4.17
2020-10-26,2020-2021,Weight_0_100,Brighton,West Brom,0.5886,0.1749,0.2366,1,1.78,4.08,4.7,1.67,4.3,5.26
2020-10-26,2020-2021,Weight_0_100,Burnley,Tottenham,0.2154,0.2515,0.5331,2,5.63,4.15,1.66,5.59,4.41,1.61
2020-10-30,2020-2021,Weight_0_100,Wolves,Crystal Palace,0.4497,0.2939,0.2564,0,2.07,3.21,4.41,2.12,3.14,4.34
2020-10-31,2020-2021,Weight_0_100,Liverpool,West Ham,0.67,0.1744,0.1557,0,1.4,5.32,8.03,1.44,5.3,7.1
2020-10-31,2020-2021,Weight_0_100,Sheffield United,Man City,0.0764,0.1583,0.7653,2,9.8,5.91,1.33,10.63,6.25,1.3
2020-10-31,2020-2021,Weight_0_100,Burnley,Chelsea,0.2888,0.2411,0.4701,2,6.32,4.39,1.56,5.59,4.29,1.63
2020-10-03,2020-2021,Weight_10_90,Chelsea,Crystal Palace,0.5572,0.2263,0.2165,0,1.43,4.86,7.79,1.56,4.31,6.67
2020-10-03,2020-2021,Weight_10_90,Everton,Brighton,0.4753,0.2611,0.2636,0,1.78,3.82,4.82,1.81,3.86,4.78
